the_geom;OBJECTID;CIV_1;PK_ID;Fecha_Fina;Estrategia;Programa;Zonas;Nombre_Loc;UPZ;Barrio;Tipo_de_In;Tipo_Malla;Eje_Vial_1;Tramo_Inic;Tramo_Fina;Longitud_S;Ancho__Seg;Km_Carril_;Km_Lineal;Km_Carril1;Longitud_B;Tipo_de_Ac;Estado_Eje;Mes_Report;Fusion_CIV;Fusion_PK_;Grupo_Cont;Ingeniero_;Director_d;TOTAL_AREA;LONGITUD_I;ASFALTO_PO;TOTAL_MEZC;GRANO_CAUC;CONCRETO_M;FRESADO_ES;No__HUECOS;SHAPE_Leng;SHAPE_Area
MULTIPOLYGON (((-74.08527759199997 4.690145944000051, -74.08515835699995 4.689990391000038, -74.08502317499995 4.689821887000051, -74.08493285199995 4.689709110000024, -74.08492298899995 4.689696796000021, -74.08492563499993 4.68969588300007, -74.08494173399998 4.689681223000036, -74.08495534199994 4.689668832000052, -74.08495738299996 4.689672434000045, -74.08495984599995 4.689676107000025, -74.08496273099996 4.689678790000073, -74.08496554499999 4.689681475000043, -74.08532048799998 4.6901335630000744, -74.08533499499998 4.690151297000057, -74.08534558199995 4.690158828000051, -74.08534819199997 4.690162438000073, -74.08535135799997 4.690165122000053, -74.08531444099998 4.690170695000063, -74.08527739599998 4.6901762870000425, -74.08527951199994 4.690174299000034, -74.08527956099994 4.6901742410000224, -74.08528136699994 4.690171861000067, -74.08528141299996 4.690171783000039, -74.08528271999995 4.690169292000064, -74.08528278499995 4.690169143000049, -74.08528281799994 4.690169063000042, -74.08528373399997 4.690166227000021, -74.08528417199994 4.690163192000057, -74.08528417599996 4.690163030000065, -74.08528409599995 4.690160125000034, -74.08528408399997 4.690160040000023, -74.08528350799997 4.690157115000034, -74.08528347699996 4.69015702300004, -74.08528248599998 4.6901543940000465, -74.08528241899995 4.690154249000046, -74.08528238199996 4.690154172000064, -74.08528087099995 4.690151602000072, -74.08527759199997 4.690145944000051)));1.066;10,007,300;158.294;Thu Jul 16 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 02;ENGATIVA;LAS FERIAS;LAS FERIAS OCCIDENTAL;Mantenimiento;LO;CL 79A;KR 69Q;TV 69R;68.08;4.6;0.1;0;0;0;SF;Terminado;Julio;0;0;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;245;35;0;0;0;0;0;135.974.868.578;255.128.994.357
MULTIPOLYGON (((-74.13166280299998 4.604804677000062, -74.13166306695305 4.604803808655706, -74.13166318120656 4.604802908300621, -74.13166314250991 4.604802001550539, -74.13166295196403 4.604801114203135, -74.13166261499012 4.6048002715040655, -74.1316621411753 4.604799497428708, -74.13166154399994 4.604798814000048, -74.13171973599998 4.604730326000038, -74.13178908799995 4.604794837000043, -74.13176296899996 4.604828261000023, -74.13175076999994 4.60484387200006, -74.13174843899998 4.6048468560000515, -74.1317447767164 4.604844357932669, -74.13174074844892 4.604842507061851, -74.13173646750825 4.6048413554505405, -74.1317320543125 4.604840935492292, -74.13172763299998 4.604841259000068, -74.13169733915822 4.604865972889286, -74.13166947499997 4.604893397000069, -74.13160414901341 4.604969623908556, -74.13154249599995 4.605048851000049, -74.13147402399994 4.6051469130000555, -74.13139246999998 4.605271773000027, -74.13133757199995 4.6052358860000595, -74.13135711199999 4.605206477000024, -74.13149142099996 4.605010659000072, -74.13157497304826 4.604905888340573, -74.13166280299998 4.604804677000062)));1.067;16,002,805;509.259;Mon Mar 16 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Plan Cien Dias;Zona 05;KENNEDY;CARVAJAL;TEJAR;Mantenimiento;AR;AK 68;CL 35 S;CL 37 S;69.66;7.52;0.15;0;0.07;0;PA;Terminado;Marzo;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING.MARY LUZ MORA/ING. ALEXANDER SANDOVAL;237.17;0;0;36.47;0;0;0;237;143.330.954.207;426.283.071.553
MULTIPOLYGON (((-74.12854018099995 4.699586737000061, -74.12857442799998 4.699552858000061, -74.12861884999995 4.699598060000028, -74.12858731899996 4.699627435000025, -74.12858451408127 4.699629573088676, -74.12858210499996 4.699632149000024, -74.12855244699995 4.699658963000047, -74.12851080799999 4.699613606000071, -74.12854018099995 4.699586737000061)));1.068;10,005,648;165.136;Wed Sep 09 00:00:00 COT 2020;Infraestructura y Gestion de Transito;IMV-PR-003;Zona 02;ENGATIVA;ENGATIVA;EL MUELLE;Mantenimiento;CM;KR 106A;CL 64A;CL 64B;9.85;6.9;0.02;0;0.02;0;PA;Terminado;Septiembre;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;56;0;0;4.55;0;0;0;56;303.067.717.035;553.731.002.528
MULTIPOLYGON (((-74.11179173199997 4.503738885000075, -74.11180680999996 4.503720035000072, -74.11180920743313 4.503718446842034, -74.11181130366651 4.503716478152785, -74.11181303899997 4.503714185000035, -74.11190227799995 4.503599738000048, -74.11194942499998 4.503636763000031, -74.11193202799996 4.503659040000059, -74.11192857627063 4.50366093994352, -74.11192542755313 4.5036633084448585, -74.11192264499994 4.503666098000053, -74.11183816299996 4.503775123000025, -74.11179173199997 4.503738885000075)));1.069;5,004,032;298.843;Wed Jan 22 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 04;USME;COMUNEROS;EL VIRREY;Mantenimiento;CM;KR 8;CL 91A S;CL 91B S;22.57;7.03;0.05;0;0;0;CC;Terminado;Enero;0;0;Cambio de Carpeta;CAMILO ROJAS;ING.MANUEL AVILA / ING. SAMUEL SANCHEZ;158.69;0;0;32.34;0;0;0;0;474.770.061.517;102.665.509.026
MULTIPOLYGON (((-74.03511190799998 4.8176018440000234, -74.03515559099998 4.817330417000051, -74.03525384499994 4.817347003000066, -74.03513093599997 4.818120906000047, -74.03507024599998 4.8185078460000454, -74.03490331999996 4.819573142000024, -74.03488159499996 4.81973602000005, -74.03484822599997 4.820070437000027, -74.034834705 4.82025111300004, -74.03482867299994 4.8203317320000565, -74.03482788199995 4.820342292000022, -74.03482728399996 4.820350287000054, -74.03482553999999 4.820373600000039, -74.03482073499998 4.820437794000043, -74.03481689599994 4.820526114000074, -74.03468316799996 4.820518532000051, -74.03468648499995 4.82043413100007, -74.034686493 4.820433912000055, -74.03468649399997 4.82043369400003, -74.03468602699996 4.820387807000031, -74.03468602399994 4.8203875870000275, -74.03468601699996 4.82038736800007, -74.03468554399996 4.820376026000076, -74.03468554099999 4.820375807000063, -74.03468584199999 4.820369521000032, -74.03471453299994 4.8203382940000665, -74.03472549999998 4.820237619000068, -74.03474734499997 4.8200737670000535, -74.03474913199994 4.820054122000045, -74.03476545399997 4.819919130000073, -74.03479662899997 4.819647496000074, -74.03481681099998 4.819471643000043, -74.03481837099997 4.81945805600003, -74.03486038599993 4.8191951580000705, -74.03487264799998 4.819118429000071, -74.03488259099998 4.819054021000056, -74.03494029299998 4.818680245000053, -74.03499482299998 4.818339739000066, -74.03504799699994 4.818002179000075, -74.03509827599999 4.817687225000043, -74.03511190799998 4.8176018440000234)));1.07;1,006,422;511.087;Mon Jun 01 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;PASEO DE LOS LIBERTADORES;TORCA I;Mantenimiento;AR;AK 45;CL 242;CL 245;355.74;11.38;1.16;0;0.01;0;PA;Terminado;Junio;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;41.04;0;0;10.1;0;0;0;41;667.641.949.132;329.757.903.529
MULTIPOLYGON (((-74.06198337099994 4.636440858000071, -74.06203392399993 4.636349190000033, -74.06213247262741 4.6360955733327, -74.06222720599999 4.6358405070000686, -74.06228473699997 4.635683846000063, -74.06229488799994 4.635656205000032, -74.06238165899998 4.635688287000051, -74.06236247499999 4.635737318000054, -74.0623592603999 4.6357418257178935, -74.06235676499995 4.635746768000047, -74.06228804384152 4.6359167788610485, -74.06221554033195 4.636085211433836, -74.06213929068856 4.636251981582122, -74.06205933299998 4.636417006000045, -74.06205619021381 4.636422439529738, -74.06205391092153 4.636428288048913, -74.06205254821965 4.6364344153153025, -74.06205213385255 4.636440678593177, -74.06205267747296 4.636446931978393, -74.06205416641717 4.636453029797262, -74.06205656599997 4.636458830000038, -74.06204583899995 4.6364799610000205, -74.06198337099994 4.636440858000071)));1.071;2,001,813;141.76;Mon Jan 20 00:00:00 COT 2020;Infraestructura y Gestion de Transito;IMV-PR-003;Zona 02;CHAPINERO;PARDO RUBIO;PARDO RUBIO;Mantenimiento;CM;TV 3;CL 49;CL 51;94.27;8.15;0.26;0;0;0;PA/SF;Terminado;Enero;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING.CARLOS CASTAÑO/ING. ALEXANDER SANDOVAL;207.06;700;100;35.02;0;0;0;95;187.634.320.026;626.509.443.295
MULTIPOLYGON (((-74.06474896899994 4.671538571000043, -74.06475444099993 4.671520238000028, -74.06483378599995 4.671539342000074, -74.06483654099999 4.6715403530000685, -74.06483222099996 4.6715507760000605, -74.06482914499999 4.6715646000000675, -74.06482628299995 4.6715793090000375, -74.06480172999994 4.671789279000052, -74.06479854899999 4.671825426000055, -74.06479816199999 4.671829801000058, -74.06479435499995 4.671866636000061, -74.06478823099997 4.671925989000044, -74.06478664299993 4.671941301000061, -74.06478307599997 4.671979251000039, -74.06478255699994 4.67198477200003, -74.06477873299997 4.6720254940000245, -74.06477402299998 4.672075527000061, -74.06477335699998 4.67208266800003, -74.06476843199994 4.672125695000035, -74.06476462599994 4.672159015000034, -74.06476139799997 4.672187217000044, -74.06475737399995 4.6722297380000555, -74.06475316299998 4.672274221000066, -74.06475283699996 4.672277674000043, -74.06474381799995 4.672366784000076, -74.06474396999994 4.672379819000071, -74.06475263 4.672466979000035, -74.06475202826518 4.672469576159539, -74.06475180239812 4.672472232530438, -74.06475195699994 4.672474894000061, -74.06475264893518 4.6724780501073795, -74.064753876331 4.672481038967917, -74.06475560218962 4.6724837704876, -74.06475777448803 4.672486162329448, -74.064760327746 4.672488142395491, -74.06476318499995 4.672489651000035, -74.06474566599996 4.6724852630000555, -74.06465293299993 4.672462033000045, -74.06463583999994 4.672457752000071, -74.06464014656416 4.672456460780491, -74.06464419978391 4.672454515233521, -74.06464790093862 4.672451962745082, -74.06465115988263 4.672448865483808, -74.06465389724079 4.672445298886875, -74.06465604634178 4.672441349822637, -74.06465755484189 4.672437114474856, -74.06465838599996 4.672432696000044, -74.06470273499997 4.671985035000034, -74.06473230099994 4.67165671500004, -74.06473324599995 4.671646247000069, -74.06473485499998 4.671628386000066, -74.06473577899999 4.671618153000054, -74.06473750099997 4.671599061000052, -74.06474245999993 4.671566927000072, -74.06474896899994 4.671538571000043)));1.072;12,001,288;178.577;Fri Aug 21 00:00:00 COT 2020;Infraestructura y Gestion de Transito;IMV-PR-003;Zona 02;BARRIOS UNIDOS;LOS ALCAZARES;POLO CLUB;Mantenimiento;CM;KR 28;CL 83BIS;CL 84;109.77;8.7;0.32;0;0.21;0;PA;Terminado;Agosto;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;632.03;0;0;88.99;0;0;0;632;213.025.176.072;777.751.328.838
MULTIPOLYGON (((-74.04848113199995 4.706550418000063, -74.04848586699995 4.706503606000069, -74.04849225599997 4.706440447000034, -74.04849450054809 4.706435464506909, -74.0484960382958 4.706430220599399, -74.04849683999998 4.706424815000048, -74.04855211599994 4.705822183000066, -74.04856505499998 4.705681125000069, -74.04856687899996 4.705663161000076, -74.04856883899998 4.705643864000024, -74.04857156699995 4.705610931000024, -74.04856981573292 4.705604207466804, -74.04856700949772 4.705597851534204, -74.0485632208492 4.70559202753406, -74.04855854774242 4.705586886045157, -74.04855311099993 4.705582560000039, -74.04858639099996 4.70559266500004, -74.04866382699998 4.7056161800000496, -74.04866308499999 4.705616292000059, -74.04865719109021 4.705617761676197, -74.04865161026527 4.705620160115967, -74.04864648781913 4.705623424877199, -74.04864195711208 4.705627470963476, -74.04863813609883 4.705632193036977, -74.04863512425753 4.705637468160895, -74.04863299999994 4.705643159000033, -74.04862729899997 4.705702142000064, -74.04859348799994 4.706053264000047, -74.04855390199998 4.706475438000041, -74.04855048699994 4.706510403000038, -74.04854609299997 4.706555388000027, -74.04853963599999 4.7065548950000675, -74.04848113199995 4.706550418000063)));1.073;1,004,392;510.176;Wed Jan 29 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;COUNTRY CLUB;LA CALLEJA;Mantenimiento;AR;AK 19;AC 127;CL 127BIS;106.1;7.04;0.21;0;0.02;0;PA;Terminado;Enero;0;0;Parcheo;XIMENA VARGAS;ING.MARY LUZ MORA/ ING. ANGEL RICARDO IBAGON;52.55;0;0;12.2;0;0;0;53;211.956.316.157;608.328.595.851
MULTIPOLYGON (((-74.068946166 4.667624252000053, -74.06895145499993 4.667618186000027, -74.06901572899994 4.66766694100005, -74.06899458599997 4.6676950000000375, -74.06886372099996 4.667836290000026, -74.06886240599995 4.667837709000025, -74.06885393199997 4.667846858000075, -74.06882148599993 4.667884672000071, -74.06876158599994 4.667832930000031, -74.06879439599999 4.667793301000074, -74.06880728899995 4.667788466000047, -74.068946166 4.667624252000053)));1.074;12,001,682;523.391;Fri Feb 07 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 02;BARRIOS UNIDOS;LOS ALCAZARES;LA AURORA;Mantenimiento;LO;KR 28A;DG 74ABIS;CL 75;32.05;8.74;0.09;0;0;0;CC;Terminado;Febrero;0;0;Cambio de Carpeta;ANDREA TORRES;ING LUIS MARIN / ING. ANDREA TORRES;284.04;0;0;29.96;36.76;0;0;0;740.106.330.712;228.068.949.621
MULTIPOLYGON (((-74.15421181799996 4.678744344000052, -74.154288604 4.6786967900000604, -74.15429275899999 4.678706636000073, -74.15436976699993 4.678905157000031, -74.15449169499993 4.679187377000062, -74.15462431799995 4.67944920900004, -74.15475266199996 4.679692798000076, -74.15477319799999 4.679728779000072, -74.15470212299994 4.679781810000065, -74.15455839499998 4.679516944000056, -74.15440926799994 4.67921867900003, -74.15431721699997 4.679003631000057, -74.15421181799996 4.678744344000052)));1.075;9,001,769;384.64;Thu May 21 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 03;FONTIBON;FONTIBON;EL CARMEN FONTIBON;Mantenimiento;AR;DG 16;KR 112A;KR 112D;126.8;9.75;0.35;0;0.04;0;PA;Terminado;Mayo;0;0;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;124.57;0;0;30.16;0;0;0;125;246.894.530.233;100.724.783.004
MULTIPOLYGON (((-74.04664397099998 4.703231082000059, -74.04676395899997 4.702516814000035, -74.04677024999995 4.70247936800007, -74.04683989899998 4.702491231000067, -74.04683369199995 4.702528187000041, -74.04673428599996 4.70311993100006, -74.04672291499998 4.703187618000072, -74.04672241199995 4.703190613000061, -74.04671824999997 4.703215384000032, -74.04671363399996 4.703242862000025, -74.04664397099998 4.703231082000059)));1.076;1,004,615;137.099;Tue Jun 02 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 01;USAQUEN;SANTA BARBARA;SANTA BARBARA OCCIDENTAL;Mantenimiento;LO;KR 18;CL 123;CL 124;84.33;7.84;0.22;0;0.22;0;CC;Terminado;Junio;0;0;Cambio de Carpeta;WILSON CARDENAL;ING. RAFAEL PEREZ/ING. CESAR DIEGO ORTIZ;658.05;0;0;127.19;0;0;0;0;166.571.365.114;538.521.716.124
MULTIPOLYGON (((-74.09698634899996 4.673429369000075, -74.09695217299998 4.673404900000037, -74.09695320999998 4.673403356000051, -74.09696559799994 4.673384915000042, -74.09700494699996 4.673326347000057, -74.09703718199995 4.673348132000058, -74.09705812699997 4.673363120000033, -74.09724800199996 4.673498989000052, -74.09726561599996 4.673511470000051, -74.09731549199995 4.673546811000051, -74.09727566599997 4.673603017000062, -74.09701230499996 4.673417958000073, -74.09700736421297 4.673417850523158, -74.09700247970808 4.673418601881458, -74.09699779963596 4.673420189285717, -74.09699346594668 4.67342256458878, -74.0969896100843 4.673425655745933, -74.09698634899996 4.673429369000075)));1.077;10,009,284;511.267;Tue Jun 16 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Ciclocarriles;Zona 02;ENGATIVA;LAS FERIAS;BOSQUE POPULAR;Mantenimiento;CM;AC 64C;KR 69J;KR 69L;42.1;8.1;0.11;0;0.02;0;PA;Terminado;Junio;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;50;0;0;7.53;0;0;0;50;937.977.181.011;277.670.125.019
MULTIPOLYGON (((-74.16707818299994 4.598781987000052, -74.16711942499995 4.59851823200006, -74.16711953299995 4.598517542000025, -74.16717684599996 4.598526848000063, -74.16717678599997 4.59852726400004, -74.16714652999997 4.598711258000037, -74.16713372899994 4.5987914980000255, -74.16707818299994 4.598781987000052)));1.078;7,007,632;369.435;Thu Jan 23 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 05;BOSA;APOGEO;OLARTE;Mantenimiento;CM;KR 72D;CL 57D S;CL 57F S;29.64;6.34;0.06;0;0;0;SF;Terminado;Enero;0;0;Sello de Fisuras;XIMENA VARGAS;ING.CARLOS CASTAÑO / ING. JESUS FORERO;0;25;357,142,857,143;0;0;0;0;0;650.216.360.311;152.904.630.324
MULTIPOLYGON (((-74.06289229199996 4.63950367800004, -74.06289373299995 4.639497712000036, -74.06290226299997 4.639499573000023, -74.06298933999994 4.639518582000051, -74.06298932999994 4.639518624000062, -74.06298600799994 4.639531643000055, -74.06297257999995 4.639584290000073, -74.06297162299995 4.639588039000046, -74.06295727699995 4.639644284000042, -74.06295560399997 4.639650841000048, -74.06293735299994 4.639720280000063, -74.06287983299995 4.63993356900005, -74.06286355499998 4.640003336000063, -74.06278015299995 4.6399845380000215, -74.06280171999998 4.639900382000064, -74.06282438799997 4.6398042990000485, -74.06284406199995 4.639727090000065, -74.06286526799994 4.639647172000025, -74.06287527899997 4.639602478000029, -74.06287753999999 4.6395917910000435, -74.06287721299998 4.6395911360000355, -74.06287528099995 4.639587257000073, -74.06287237599997 4.639586116000032, -74.06289220799994 4.639504026000054, -74.06289221799994 4.639503983000054, -74.06289229199996 4.63950367800004)));1.079;2,001,728;521.353;Wed May 20 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 02;CHAPINERO;CHAPINERO;CHAPINERO CENTRAL;Mantenimiento;AR;AK 7;CL 53;CL 54;55.33;9.87;0.16;0;0.02;0;PA;Terminado;Mayo;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;66.66;0;0;17.06;0;0;0;67;118.800.850.432;444.558.218.292
MULTIPOLYGON (((-74.15117342299999 4.671883322000042, -74.15120167499998 4.671851936000053, -74.15120270599994 4.6718507390000354, -74.15120273199994 4.671850707000033, -74.15120368799997 4.671849501000054, -74.15120373799994 4.67184943500007, -74.15120469099998 4.6718481220000285, -74.15120558999996 4.671846768000023, -74.15120643399996 4.6718453810000256, -74.15120721799997 4.6718439600000465, -74.15120794299997 4.671842510000034, -74.15120860799993 4.671841031000042, -74.15120907999994 4.671839874000057, -74.15124315799994 4.67180380700006, -74.15128531899995 4.671843910000064, -74.15129994899996 4.6718578270000535, -74.15125693499994 4.671903903000043, -74.15125712499997 4.6718957190000765, -74.15125735599997 4.671885756000052, -74.15125732199995 4.67188509500005, -74.15125731799998 4.6718850530000395, -74.15125729599998 4.671884873000068, -74.15125728999999 4.671884824000074, -74.15125722499994 4.6718844410000315, -74.15125721099997 4.671884372000022, -74.15125710499996 4.671883935000039, -74.15125706299995 4.671883792000074, -74.15125703999996 4.671883720000039, -74.151256887 4.671883281000021, -74.15125683999997 4.671883166000044, -74.15125680299997 4.671883078000064, -74.15125661699994 4.6718826760000525, -74.15125655799994 4.671882566000022, -74.15125650299996 4.671882463000031, -74.15125626099996 4.671882056000072, -74.15125621899995 4.671881995000035, -74.15125614399994 4.671881884000072, -74.15125581299999 4.6718814420000285, -74.15125573099994 4.671881344000042, -74.15125570899994 4.671881317000044, -74.15125526299994 4.671880846000022, -74.15125521999994 4.671880804000068, -74.15125475299999 4.671880399000031, -74.15125422399996 4.671880023000029, -74.15125418199995 4.67187999600003, -74.15125390699995 4.671879831000069, -74.15125358799999 4.671879661000048, -74.15125320499999 4.671879484000044, -74.15125300099999 4.671879401000069, -74.15125296099995 4.671879386000057, -74.15125251099994 4.6718792320000375, -74.15125237299998 4.671879193000052, -74.15125231199994 4.671879176000061, -74.15125178899996 4.671879057000069, -74.15125172799998 4.671879046000072, -74.15125164399996 4.671879032000049, -74.15125110699995 4.671878966000065, -74.15125107099993 4.67187896300004, -74.15125096899999 4.671878956000057, -74.15125092499994 4.671878953000032, -74.15125027599998 4.6718789490000745, -74.15124960799994 4.671879008000076, -74.15124896799995 4.671879130000036, -74.15124893399997 4.671879138000065, -74.15124827999995 4.671879334000039, -74.15124794599996 4.671879462000049, -74.15124764999996 4.671879594000075, -74.15124704999994 4.671879915000034, -74.15124647899995 4.671880298000076, -74.15124595199995 4.671880737000038, -74.15124546999994 4.6718812270000285, -74.15124545199996 4.671881246000056, -74.15124504099998 4.671881761000066, -74.15114996499995 4.67201316400002, -74.15114969699994 4.672013657000036, -74.15114968299997 4.672013684000035, -74.15112680499993 4.672051117000024, -74.15107055099998 4.671997610000062, -74.15117342299999 4.671883322000042)));1.08;9,002,524;91,014,477;Tue Jan 07 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 03;FONTIBON;FONTIBON;LA LAGUNA FONTIBON;Mantenimiento;CM;KR 104;DG 16B;DG 16F;28.85;7.34;0.07;0;0;0;SF;Terminado;Enero;0;0;Sello de Fisuras;XIMENA VARGAS;ING.MARY LUZ MORA / ING. JESUS FORERO;0;180;25.71;0;0;0;0;0;720.813.862.367;172.428.682.516
MULTIPOLYGON (((-74.15995650799994 4.5791448230000364, -74.16002352899996 4.579098313000031, -74.16004355599995 4.579127373000063, -74.16042992699994 4.579792041000076, -74.16046691199995 4.57985353600003, -74.16046578584763 4.57985499492488, -74.16046492755126 4.579856625877997, -74.16046436271824 4.579858380199627, -74.16046410820042 4.5798602055493, -74.16046417159143 4.579862047467409, -74.16046455099996 4.579863851000027, -74.16047099799994 4.5798772230000395, -74.16051618899996 4.579960262000043, -74.16052623342242 4.579986874339992, -74.16054000699995 4.5800117620000265, -74.16055087625669 4.580032958326095, -74.16056495399994 4.58005217400006, -74.16054905299995 4.5800446120000515, -74.16054038299995 4.580040642000029, -74.16048891899999 4.5800179700000285, -74.16046749199997 4.5800090390000605, -74.16044329899995 4.579998955000065, -74.16039887599999 4.579985235000038, -74.16040339783032 4.5799827428778705, -74.16040751911153 4.579979632787234, -74.16041115599995 4.579975968000042, -74.16041445950461 4.579971466526085, -74.16041703578018 4.579966512818889, -74.16041882422377 4.579961223406786, -74.16041978276496 4.579955722715049, -74.16041988885557 4.579950140138976, -74.16041913999999 4.579944607000073, -74.16041620399994 4.579935878000072, -74.16041206209223 4.579926726012286, -74.16040698299997 4.579918059000022, -74.16018663799997 4.57953820900002, -74.16016896999997 4.5795091530000605, -74.16010837099998 4.579406668000047, -74.15995650799994 4.5791448230000364)));1.081;19,012,994;472.975;Fri Aug 28 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 04;CIUDAD BOLIVAR;JERUSALEM;EL ENSUENO;Mantenimiento;CM;CL 68F S;TV 55;AK 51;110.36;9.65;0.35;0;0.21;0;PA;Terminado;Agosto;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;637;0;0;85.22;0;0;0;637;233.507.013.899;866.415.338.792
MULTIPOLYGON (((-74.15290737699996 4.579772351000031, -74.15284321699994 4.5795789110000555, -74.15283209999996 4.579545391000067, -74.15273903599996 4.579264800000033, -74.15273524751588 4.579255436110585, -74.15273019320705 4.579246690311621, -74.15272397136823 4.579238732688929, -74.15271670299995 4.579231718000074, -74.15270681863016 4.579224755861601, -74.15269590999998 4.579219543000022, -74.15268396608587 4.579216164120318, -74.15267161899999 4.57921489000006, -74.15266360508961 4.579215204372882, -74.15265567599994 4.579216409000026, -74.15272719599994 4.579192400000068, -74.15279871499996 4.5791683900000635, -74.15279475435183 4.579170168057333, -74.15279113168842 4.579172560656535, -74.15278794155293 4.579175505356308, -74.1527852672006 4.579178925306723, -74.15278317842592 4.579182731254901, -74.15278172974112 4.579186823874302, -74.15278095895358 4.579191096356923, -74.15278088617904 4.5791954372007435, -74.15278151331681 4.579199733119671, -74.15278282399998 4.5792038720000505, -74.15278289799994 4.579204099000037, -74.15302126799997 4.5799227890000225, -74.15302213399997 4.579924793000032, -74.15302410475489 4.579928158299844, -74.15302658192563 4.579931170399268, -74.15302950342337 4.579933753801821, -74.15303279602252 4.579935843756056, -74.153036377196 4.579937387878511, -74.15304015718388 4.579938347466676, -74.15304404124299 4.579938698469044, -74.15304793202169 4.579938432087949, -74.15305173199994 4.579937555000072, -74.15297099299994 4.579964157000063, -74.15291826199997 4.579805174000057, -74.15290737699996 4.579772351000031)));1.082;19,002,312;445.118;Tue Jun 30 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 04;CIUDAD BOLIVAR;ARBORIZADORA;LA CORUNA;Mantenimiento;LO;CL 58G S;KR 48G;KR 49B;89.56;6.93;0.21;0;0;0;SF;Terminado;Junio;0;0;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;98;14;0;0;0;0;0;191.647.360.084;505.377.662.049
MULTIPOLYGON (((-74.04822414899996 4.709215955000047, -74.04822871199997 4.709174619000066, -74.04828691899996 4.709181783000076, -74.04828801199994 4.709181919000059, -74.04829569299994 4.709182872000042, -74.04807820399998 4.710760699000048, -74.04806601199994 4.71075896800005, -74.04800940999996 4.710751070000072, -74.04802179699993 4.710663833000069, -74.04802337999996 4.7106526850000705, -74.04805080499995 4.710466602000054, -74.04806335899997 4.710381380000058, -74.04810790899995 4.710079161000067, -74.04811901099998 4.710000465000064, -74.04812961799996 4.709925349000059, -74.04815301199994 4.709759560000066, -74.04815532199996 4.709742113000061, -74.04822001699995 4.709253432000026, -74.04822414899996 4.709215955000047)));1.083;1,008,002;24,123,308;Thu Jan 23 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;COUNTRY CLUB;COUNTRY CLUB;Mantenimiento;AR;AK 19;CL 127BBIS;CL 127D;176.16;7.23;0.36;0;0.02;0;PA;Terminado;Enero;0;0;Parcheo;XIMENA VARGAS;ING.CARLOS CASTAÑO/ ING. ANGEL RICARDO IBAGON;86.4;0;0;20.23;0;0;0;86;332.139.271.847;10.367.544.962
